"Alumno","Indicador 22"
"191.0306.078","2.3"
"191.3503.053","3.88"
"211.2904.045","1.7"
"161.0505.598","3.08"
"201.0606.023","2.37"
"181.0306.039","3.09"
"201.0706.030","2.18"
"211.1306.086","1.78"
"211.0405.037","0.55"
"161.0304.213","2.49"
"211.0906.021","1.63"
"181.1006.015","2.72"
"171.1505.082","2.42"
"171.1606.027","3.44"
"161.0304.758","2.92"
"211.2503.031","1.48"
"171.0606.031","3.23"
"201.2904.034","2.32"
"171.0606.008","2.77"
"211.0606.010","1.6"
"171.1205.060","3.02"
"141.3401.642","2.12"
"191.3503.041","2.48"
"181.0405.003","3.1"
"171.0606.018","3.19"
"171.2503.009","3.15"
"171.1606.066","3.77"
"161.3601.975","2.88"
"171.3602.054","1.49"
"191.2503.072","2.89"
"191.1006.035","2.92"
"181.2503.024","2.91"
"151.1604.289","3.35"
"181.0405.044","2.26"
"171.0606.010","2.03"
"191.0804.025","2.68"
"191.0706.029","3.11"
"191.1006.002","2.08"
"191.1505.087","3.84"
"191.1505.042","3.65"
"201.0105.027","2.23"
"191.0906.084","2.56"
"171.0706.004","3.05"
"191.1606.010","3.81"
"211.1906.043","0.15"
"131.2603.610","2.08"
"181.0206.005","2.71"
"161.0802.298","2.84"
"171.1505.052","3.1"
"201.1906.028","2.96"
"151.0304.164","2.15"
"181.0306.091","2.79"
"181.0906.041","3.16"
"171.1006.041","3.27"
"102.1403.172","2.31"
"171.0306.056","2.35"
"181.2904.070","3.14"
"071.0203.269","1.62"
"191.1405.078","2.45"
"201.1306.041","2.6"
"181.2503.003","3.44"
"161.1503.745","3.01"
"171.3602.046","1.73"
"132.0103.264","2.09"
"191.0206.002","2.84"
"101.0904.124","1.99"
"191.1205.030","2.95"
"181.2503.048","2.59"
"181.3503.023","2.74"
"191.0105.011","3.07"
"171.0606.049","2.87"
"201.0804.029","2.27"
"181.1405.013","3.29"
"191.1606.052","3.97"
"181.0105.043","3.31"
"111.0103.390","2.49"
"161.3502.955","3.18"
"211.2904.030","1.74"
"211.3402.056","1.62"
"211.3602.062","1.37"
"132.0304.237","2.52"
"071.0709.336","1.19"
"201.0906.066","2.26"
"201.0105.025","2.25"
"181.2503.043","2.96"
"191.2806.007","3.66"
"211.0306.011","2.11"
"211.0804.006","1.49"
"141.0904.420","2.04"
"191.1306.073","3.34"
"181.1906.033","3.83"
"171.2405.013","3.07"
"201.3402.033","2.25"
"181.3402.028","2.88"
"171.1606.031","3.54"
"161.3601.973","3.3"
"211.3602.024","1.54"
"211.1306.056","1.79"
"141.0103.392","2.66"
"211.0906.096","1.81"
"191.0906.030","2.34"
"171.0706.065","2.95"
"201.1505.003","2.56"
"211.1505.065","1.45"
"211.1906.046","1.73"
"151.3601.450","2.95"
"211.3602.048","1.75"
"171.1205.027","2.35"
"211.1906.006","1.55"
"201.1606.034","2.7"
"201.1606.008","2.97"
"111.0304.366","2.29"
"171.0405.019","2.72"
"171.0804.075","3.28"
"211.0906.123","1.18"
"201.0306.038","1.63"
"171.0706.009","3.09"
"171.1505.077","3.33"
"211.1606.086","1.81"
"171.0706.019","3.01"
"171.0804.087","2.79"
"161.0904.257","2.78"
"201.1306.007","2.76"
"181.1906.009","3.78"
"181.2503.063","0.51"
"181.0306.021","2.95"
"161.0204.342","2.97"
"151.1004.889","3.14"
"171.1205.008","2.85"
"211.1205.031","1.97"
"181.1306.059","3.09"
"211.3602.043","0.71"
"151.1203.607","2.94"
"141.0704.079","2.25"
"201.1405.032","1.91"
"171.0706.073","3"
"161.2502.031","2.49"
"191.1606.046","4"
"191.0906.064","2.19"
"171.1306.021","3.25"
"211.1205.009","1.67"
"171.1405.037","3.05"
"071.0468.153","2.49"
"181.1306.022","3.02"
"171.2503.061","3.02"
"191.3503.019","2.54"
"161.1604.300","3.1"
"151.0304.146","2.4"
"171.0606.021","3.05"
"181.1106.031","3.53"
"161.1403.702","3.28"
"191.1405.047","3.35"
"191.3402.068","3.46"
"171.3402.030","3.48"
"181.2806.020","3.48"
"132.3501.524","2.81"
"132.0503.006","2.92"
"161.2502.058","2.93"
"191.2806.040","3.38"
"201.3602.034","2.06"
"122.0904.369","2.29"
"161.0904.791","2.51"
"191.1405.049","2.72"
"211.0606.005","1.61"
"201.2405.010","2.2"
"211.1306.087","1.83"
"132.0503.016","2.57"
"191.0804.040","1.8"
"191.0906.079","2.45"
"181.1106.010","3.42"
"181.0706.002","2.43"
"181.3503.025","3.57"
"112.2403.527","2.66"
"191.2503.004","2.72"
"171.0804.080","2.48"
"191.1006.038","3.46"
"181.0206.010","3.11"
"211.1205.040","1.67"
"181.1906.046","3.48"
"191.2405.031","3.71"
"191.2904.049","2.51"
"191.3503.029","3.41"
"191.3503.016","1.82"
"171.0606.064","2.94"
"171.0606.038","2.91"
"191.1405.099","2.92"
"191.0306.079","1.69"
"171.1006.035","3.43"
"151.1004.884","3.12"
"211.0405.031","1.27"
"191.1606.042","3.99"
"221.0907.037","2.25"
"211.0105.045","1.59"
"181.0405.038","2.59"
"181.1106.012","3.09"
"151.2105.312","2.92"
"201.1405.012","2.53"
"211.0306.064","1.4"
"211.0706.047","1.83"
"211.3602.006","2"
"191.1906.023","3.63"
"181.2503.074","2.01"
"171.2405.030","3.32"
"161.3601.453","2.68"
"191.3602.017","2.26"
"161.0605.548","2.67"
"141.0704.077","2.32"
"201.0906.063","2.45"
"211.1505.030","1.82"
"201.0906.051","2.39"
"201.1006.012","2.76"
"181.1405.046","3.33"
"191.1306.026","3.4"
"211.1606.060","1.9"
"211.2806.012","1.85"
"191.2503.055","2.96"
"161.0605.511","2.51"
"181.0306.095","2.77"
"191.1306.019","3.27"
"191.1606.027","3.81"
"191.3602.027","2.09"
"181.0306.030","2.77"
"072.0125.331","2.1"
"181.3602.042","2.51"
"211.1306.048","1.92"
"171.1006.002","3.74"
"191.0906.036","2.29"
"201.0906.033","2.51"
"191.1306.051","3.43"
"211.1306.008","1.45"
"191.0506.026","2.56"
"151.2805.326","3.27"
"062.1023.152","3.07"
"211.0105.041","1.78"
"191.0804.056","2.72"
"181.0206.036","3.16"
"161.0204.870","2.94"
"171.1205.087","3.06"
"151.0904.723","2.33"
"171.0306.053","2.63"
"191.0706.042","2.74"
"132.1403.114","2.25"
"171.2503.019","2.76"
"181.1606.030","4.05"
"181.1606.001","3.03"
"151.3601.447","3.11"
"191.0105.035","2.95"
"171.0306.020","2.8"
"181.0906.040","2.52"
"151.0904.473","2.1"
"161.1104.094","3.58"
"171.1306.064","3.01"
"211.1205.020","1.48"
"191.1306.079","3.56"
"211.3503.051","1.9"
"191.3503.046","3.16"
"211.2503.030","1.64"
"191.1306.057","1.98"
"122.0403.055","2.48"
"171.1505.050","3.6"
"191.2405.025","2.42"
"191.2806.025","3.5"
"171.3503.058","1.08"
"191.1606.039","3.88"
"191.2503.077","3.35"
"201.3602.037","1.6"
"131.0204.582","2.34"
"131.0304.394","1.79"
"201.1006.004","2.28"
"151.1403.096","2.97"
"191.0706.009","2.77"
"181.1505.063","3.26"
"181.1606.063","3.43"
"062.0205.447","1.84"
"171.0306.058","2.41"
"113.0403.032","2.32"
"191.0706.019","3.32"
"191.1405.097","3.08"
"181.1205.047","3.24"
"161.2903.910","3.16"
"161.3502.434","3.32"
"121.0304.355","2.28"
"171.0606.034","3.08"
"211.0906.005","1.57"
"181.0706.040","3.11"
"211.1205.050","1.87"
"191.2405.004","3.64"
"181.0606.018","3.48"
"121.0103.360","2.42"
"171.1306.057","2.59"
"191.3402.003","2.19"
"171.3503.053","2.91"
"211.0804.082","3"
"131.0704.046","2.54"
"211.0906.122","1.56"
"211.3602.045","1"
"181.0804.020","3.04"
"171.0804.066","2.78"
"161.1403.679","2.93"
"191.1205.096","2.44"
"111.1403.248","1.8"
"181.2405.029","3.39"
"151.3601.534","2.91"
"102.1503.267","2.31"
"211.1505.045","1.46"
"201.2503.037","1.29"
"181.3402.045","3.5"
"211.1405.036","3.73"
"181.0506.024","3.06"
"191.0405.069","1.59"
"181.2503.075","2.37"
"201.2405.007","2.69"
"211.0804.040","1.47"
"201.2904.002","2.61"
"191.3503.049","3.16"
"191.3503.026","3.33"
"191.0906.032","2.41"
"191.1205.034","3.15"
"89.0088.1.AM","1.8"
"121.0204.501","2.27"
"151.1905.614","3.09"
"151.2403.474","2.86"
"201.1306.021","0"
"171.0606.043","2.22"
"191.0906.025","3.04"
"191.1306.018","3.6"
"211.0906.046","1.58"
"161.0704.012","3.06"
"211.0906.097","1.41"
"151.0904.209","2.36"
"161.0904.241","2.41"
"211.0306.052","1.39"
"151.0904.214","2.53"
"201.1106.017","2.46"
"171.1306.026","3.19"
"151.2502.060","2.42"
"211.1205.049","1.57"
"131.0704.085","2.49"
"072.0506.223","2.64"
"191.1606.017","3.92"
"191.0405.020","2.34"
"191.0906.085","2.59"
"191.1906.018","3.73"
"191.2503.050","2.06"
"181.0105.008","3.32"
"132.0403.045","2.56"
"062.0501.476","1.43"
"211.1106.005","1.77"
"171.1405.054","2.24"
"211.1505.051","1.72"
"211.0906.038","2.47"
"201.3503.020","2.18"
"171.1106.039","3.59"
"181.1306.085","3.28"
"171.1306.023","3.01"
"161.1403.681","2.93"
"201.3402.019","2.25"
"181.1006.009","2.37"
"191.0706.051","3.29"
"191.1306.045","3.03"
"201.2904.022","2.91"
"151.2105.318","2.5"
"132.0304.228","2.19"
"201.0804.016","2.16"
"171.0706.087","2.41"
"00.0018.N.AC","1.81"
"191.1205.020","3.58"
"191.1205.002","3.44"
"211.1906.033","0.39"
"181.2405.008","3.45"
"171.0405.015","3.27"
"191.0606.053","2.32"
"101.0704.033","1.93"
"181.0804.049","3.18"
"211.0906.094","1.49"
"191.1306.078","3.38"
"191.0706.004","2.91"
"151.2403.401","3.2"
"191.3602.024","2.83"
"191.1205.039","2.63"
"171.1205.010","2.83"
"181.2806.031","3.38"
"211.1606.037","2.15"
"211.2503.008","1.68"
"191.3503.050","3.22"
"211.1006.028","1.51"
"191.0206.013","3.08"
"161.0704.570","2.63"
"191.1505.030","3.35"
"171.1205.070","2.62"
"191.0105.038","2.45"
"181.2806.018","3.38"
"191.2806.053","3.44"
"181.2904.049","3.27"
"161.3601.987","3.25"
"161.0904.804","2.52"
"211.0906.063","1.51"
"171.1106.043","3.87"
"181.1306.034","1.37"
"171.1306.047","3.34"
"211.0906.035","1.31"
"151.1604.474","3.59"
"181.0105.018","3.4"
"081.0403.281","2.31"
"191.0405.051","3.35"
"111.0503.075","2.44"
"191.0906.053","3.18"
"201.0906.036","1.71"
"201.1606.040","2.42"
"082.2502.079","2.13"
"211.1606.040","1.65"
"191.2904.035","3.6"
"181.1106.013","3.32"
"181.1505.067","3.25"
"161.3601.446","3.17"
"151.0103.175","2.48"
"211.0306.014","1.73"
"191.1906.013","3.64"
"181.1006.028","3.13"
"211.0906.068","1.47"
"161.1104.088","3.47"
"151.3401.523","2.78"
"211.1306.012","1.52"
"181.2405.048","3.43"
"161.3502.442","3.01"
"191.2503.023","2.28"
"181.0606.049","2.4"
"181.1505.028","3.49"
"112.1604.404","2.78"
"191.0405.048","2.75"
"151.0204.298","2.94"
"201.1106.006","2.44"
"181.1205.048","3.23"
"171.1205.055","2.98"
"191.1306.004","2.78"
"211.2405.007","1.75"
"122.2403.582","2.06"
"171.3402.022","2.51"
"171.3602.039","3.62"
"211.2904.034","1.72"
"201.3503.007","2.67"
"191.1405.022","3.42"
"211.1306.014","2.26"
"181.1906.055","3.74"
"181.1906.038","3.66"
"211.2405.043","1.8"
"191.1606.015","4.06"
"211.1606.017","1.99"
"211.0105.037","1.6"
"081.0605.382","1.57"
"132.0904.309","2.15"
"181.1306.015","3.8"
"181.1306.056","3.45"
"161.1403.698","1.81"
"181.2806.024","3.54"
"191.2503.060","2.64"
"171.1006.025","3.69"
"181.1106.034","3.67"
"191.1505.037","3.01"
"211.1606.071","1.7"
"181.0804.034","3.37"
"171.0706.016","2.62"
"191.3602.038","2.05"
"171.3602.015","2.43"
"151.1604.590","3.32"
"132.0304.246","2.32"
"191.0606.058","2.81"
"191.0606.071","2.49"
"151.0704.460","2.49"
"191.1306.047","3.25"
"201.1606.020","2.85"
"181.1606.031","3.66"
"211.3503.043","1.8"
"201.0105.024","2.31"
"191.0804.074","2.39"
"211.0804.062","1.44"
"171.0906.057","2.69"
"171.0906.024","2.65"
"171.1505.040","3.42"
"211.1906.020","1.77"
"211.2405.034","2.05"
"181.2806.029","3.36"
"211.2904.022","1.72"
"191.0506.100","1.54"
"04.0050.2.UC","1.15"
"191.1106.023","4.03"
"171.1606.063","3.7"
"211.3503.016","0.88"
"181.0606.003","3.54"
"211.0906.115","1.44"
"122.2603.510","3.22"
"122.1104.095","2.53"
"171.0706.058","2.84"
"181.2806.015","3.41"
"211.0804.029","1.36"
"171.1606.006","3.54"
"191.0405.043","2.84"
"151.1304.505","2.02"
"191.1405.082","2.29"
"191.0306.052","2.23"
"211.2806.011","1.97"
"092.0904.633","1.43"
"171.0706.106","2.72"
"112.0802.372","2.35"
"161.1403.676","3.21"
"151.3601.530","2.94"
"211.0306.023","0"
"171.0706.116","2.23"
"171.1505.046","3.31"
"131.2603.608","2.47"
"181.2405.055","2.91"
"201.3602.040","2"
"161.0304.762","2.7"
"181.0306.057","2.74"
"171.0405.005","3.16"
"181.0606.013","3.08"
"161.0802.816","2.8"
"191.1106.032","2.62"
"191.3602.044","2.52"
"191.3503.056","3.35"
"141.0103.398","2.53"
"211.1405.055","1.56"
"181.1205.004","1.73"
"171.2503.015","3.15"
"191.2806.018","3.08"
"191.1606.013","4.09"
"171.3402.012","3.46"
"191.1205.032","3.35"
"211.1306.095","0.75"
"211.1306.072","1.63"
"201.2503.030","2.38"
"201.3503.023","2.19"
"151.0304.143","1.95"
"171.0906.036","1.58"
"181.0306.033","2.29"
"191.2806.029","3.35"
"201.3402.032","2.46"
"211.2503.052","1.84"
"181.3503.045","3.24"
"191.0606.002","2.81"
"05.1099.5.AX","1.28"
"211.0906.075","0"
"211.0906.042","1.55"
"191.0306.041","2.5"
"171.0506.039","2.68"
"201.3503.022","1.98"
"171.1405.051","2.99"
"171.0706.119","2.75"
"211.1306.074","1.66"
"211.2405.039","1.57"
"211.1606.081","1.83"
"181.2904.031","3.52"
"211.0804.071","1.68"
"211.0906.018","0.91"
"171.0706.055","2.82"
"171.2503.062","3.33"
"171.2806.009","3.66"
"171.3503.061","3.19"
"201.3503.011","2.59"
"191.0804.078","3.16"
"181.1405.009","3.42"
"191.0306.008","2.95"
"191.1906.036","3.56"
"191.1606.064","3.96"
"132.1604.366","2.79"
"191.0306.018","3.01"
"201.1906.032","2.91"
"201.2405.004","2.17"
"161.2805.372","2.89"
"161.3401.416","2.81"
"191.0606.012","2.83"
"122.0802.422","2.05"
"171.1306.060","3.23"
"211.0306.058","1.35"
"171.0306.035","2.27"
"151.3401.403","2.45"
"191.2503.040","2.44"
"161.0304.207","2.29"
"171.1106.052","2.02"
"171.1405.044","3.01"
"171.0706.096","2.67"
"171.0706.101","2.59"
"131.1004.205","2.18"
"181.0804.037","3.1"
"211.1006.031","1.97"
"181.1306.075","3.52"
"151.1503.472","2.31"
"191.0306.080","3.08"
"151.3601.536","3.03"
"102.0304.282","1.73"
"201.0606.016","2.43"
"181.1405.044","3.12"
"071.1127.467","2.15"
"113.0204.133","2.36"
"161.3601.456","3.29"
"151.0304.161","2.84"
"211.0906.003","1.25"
"211.1205.062","1.5"
"211.1606.042","1.74"
"211.0906.015","1.58"
"171.0906.031","2.35"
"171.0906.060","2.37"
"141.1304.280","2.55"
"171.2806.046","3.06"
"211.1606.002","1.97"
"191.2503.056","2.29"
"161.1304.728","0.5"
"171.0706.111","2.85"
"211.1106.025","1.7"
"201.0306.023","2.52"
"211.0606.022","1.62"
"161.2502.047","2.81"
"131.0605.044","2.57"
"191.1606.020","4.18"
"141.2403.621","2.54"
"171.3602.025","1.44"
"191.1006.016","3.06"
"211.1306.082","1.76"
"171.2503.036","2.98"
"171.3402.033","3.2"
"211.1306.035","1.63"
"181.0706.023","2.86"
"191.1505.082","3.63"
"191.2806.043","3.07"
"171.2904.019","2.02"
"191.0606.015","2.89"
"132.0904.318","2.3"
"211.0306.009","1.56"
"211.2806.021","1.47"
"161.2903.385","3.17"
"211.0906.013","2.24"
"211.1205.048","1.43"
"151.0103.471","2.26"
"201.0506.020","4"
"191.0306.076","2.58"
"211.1205.008","1.78"
"191.3503.007","2.34"
"211.0405.042","1.23"
"151.1104.641","3.16"
"181.1405.023","3.46"
"181.1906.012","3.63"
"191.3503.062","3.26"
"191.0105.006","2.42"
"00.0360.1.AD","1.85"
"171.2405.036","3.22"
"171.0804.005","2.88"
"151.0904.736","2.1"
"181.0906.038","2.27"
"151.1203.611","2.51"
"171.1606.036","3.3"
"211.1606.053","1.77"
"181.0306.072","2.09"
"181.0405.033","3.06"
"171.1006.016","3.48"
"201.1205.023","2.35"
"211.1606.022","1.81"
"211.0804.039","1.05"
"171.1405.036","3.07"
"181.1906.051","3.8"
"201.1306.018","2.64"
"171.1405.094","2.72"
"191.0105.016","3"
"111.1004.198","2.25"
"181.1205.062","3.22"
"191.1906.050","3.71"
"181.1906.045","3.78"
"181.3503.028","2.84"
"191.3402.001","1.8"
"191.2904.024","3.87"
"171.0706.003","2.8"
"161.0704.569","2.54"
"211.1205.016","1.79"
"181.1205.034","3.31"
"171.3602.036","2.41"
"211.1306.015","1.59"
"211.2503.013","1.41"
"131.0802.519","2.6"
"211.1106.017","2.33"
"191.1306.062","2.55"
"211.2405.025","1.68"
"181.3503.062","2.7"
"211.1606.052","1.72"
"171.0706.076","2.37"
"171.0804.027","3.31"
"211.1205.028","1.58"
"201.1306.034","2.47"
"171.1906.009","3.26"
"191.2806.001","3.18"
"171.3602.009","1.85"
"191.0906.031","2.42"
"161.1104.073","3.4"
"171.1006.037","3.25"
"211.1205.043","2.05"
"181.1906.027","3.93"
"171.3503.011","3.63"
"151.0304.154","2.85"
"171.1106.042","2.82"
"211.0606.035","1.68"
"211.1205.003","1.58"
"211.2806.030","1.9"
"211.2503.023","1.82"
"132.0904.297","2.13"
"201.3602.012","2.23"
"171.3503.021","2.58"
"171.3602.049","2.55"
"211.0804.036","1.16"
"191.1405.015","3.69"
"161.1004.109","2.94"
"191.2806.047","3.68"
"201.3503.038","2.22"
"211.0804.069","1.65"
"191.1405.044","3.64"
"181.2405.005","3.35"
"211.2806.022","3.75"
"181.1606.012","3.94"
"201.0906.059","2.04"
"211.0906.022","1.69"
"171.1405.055","2.99"
"181.3402.025","3.39"
"181.3602.030","2.25"
"201.3602.002","1.75"
"151.0403.032","2.65"
"171.0804.095","3.09"
"201.1006.006","2.76"
"191.1505.072","3.33"
"171.1505.013","3.28"
"201.1906.004","2.8"
"181.1906.004","3.66"
"211.2503.042","1.84"
"211.0606.062","2.25"
"221.1206.021","1.2"
"181.0906.016","2.64"
"191.0906.019","2.53"
"181.1106.020","3.79"
"161.1304.734","3.11"
"191.1405.094","3.26"
"102.0204.450","2.57"
"171.2405.027","3.49"
"201.1306.014","3.31"
"112.0103.302","1.72"
"201.0105.029","1.77"
"181.0804.042","3.2"
"211.0804.075","1.45"
"211.1205.023","0.69"
"181.1906.056","3.64"
"161.1604.844","3.04"
"191.1405.075","1.73"
"131.0704.059","2.43"
"201.1405.035","1.71"
"181.1405.039","3.32"
"171.1405.053","3.07"
"191.1306.083","3.58"
"191.2904.017","3.35"
"171.0506.053","2.11"
"091.0704.037","2.33"
"171.1405.041","2.96"
"081.0204.428","1.75"
"201.0306.033","2.6"
"211.0606.032","0"
"181.3402.018","3.28"
"171.0706.093","2.17"
"191.1205.055","3.29"
"191.1505.027","3.45"
"171.1505.054","3.44"
"191.2806.032","3.52"
"171.2806.002","3.64"
"211.0606.065","2.28"
"201.1006.018","2.8"
"161.1304.177","3.21"
"181.2503.047","2.43"
"141.2903.588","2.69"
"191.2904.028","3.62"
"171.0706.031","2.82"
"181.1205.010","2.06"
"211.1205.053","1.75"
"211.1306.017","1.59"
"181.1906.003","3.79"
"201.1906.008","2.86"
"171.2405.009","3.26"
"171.1606.029","3.49"
"181.0906.057","2.82"
"181.1906.041","2.26"
"181.1906.030","3.91"
"171.2904.002","3.2"
"211.0804.005","0"
"181.0306.012","2.45"
"161.0605.524","2.57"
"191.0606.072","2.58"
"211.0606.041","0.25"
"161.1905.378","3.32"
"171.2806.037","3.47"
"171.2806.004","3.22"
"161.1604.307","3.43"
"141.3401.637","2.25"
"211.0906.120","0.92"
"211.1205.042","0.75"
"181.0906.035","2.91"
"171.0906.052","2.82"
"211.1006.013","1.89"
"211.1205.002","1.81"
"131.1304.306","1.38"
"211.1306.046","2.27"
"171.1505.073","3.39"
"211.1606.028","1.92"
"211.0804.032","1.58"
"122.2103.497","2.4"
"211.1306.006","1.82"
"121.1803.568","2.69"
"201.3503.017","1.45"
"191.0804.039","2.74"
"191.0906.060","2.68"
"171.0706.114","1.89"
"181.1505.072","3.58"
"141.2403.600","2.64"
"161.0605.530","2.52"
"171.1405.022","3.06"
"211.2806.047","1.85"
"211.0804.015","3.5"
"211.1306.068","1.8"
"112.2103.468","2.09"
"131.0304.388","2.3"
"131.0304.390","1.86"
"113.0403.028","2.2"
"062.0502.303","2.03"
"161.1304.718","3.04"
"181.1006.034","3.44"
"092.0904.300","1.93"
"211.3503.005","1.92"
"171.1505.078","3.23"
"201.1906.012","3.09"
"171.1606.045","3.5"
"211.1606.023","1.88"
"211.1606.058","1.76"
"191.3602.035","2.8"
"151.3401.522","2.7"
"161.0802.824","1.44"
"171.1405.007","3.08"
"201.1606.017","2.82"
"181.2503.067","3.36"
"211.3503.030","1.64"
"181.1205.057","2.78"
"102.0704.044","1.77"
"191.0804.028","2.89"
"161.1403.704","3.04"
"151.1905.362","3.02"
"171.0206.025","1.27"
"201.0405.011","2.34"
"181.0405.030","2.39"
"171.0606.005","1.97"
"161.0605.539","3.13"
"211.1405.040","1.45"
"211.2904.013","0"
"191.0405.070","2.63"
"211.1205.022","1.78"
"191.1405.093","3.39"
"092.0704.050","2.29"
"161.0704.010","2.63"
"211.1306.085","1.91"
"211.1505.061","1.74"
"171.1606.073","3.45"
"181.1106.022","3.8"
"171.1306.036","3.16"
"151.0204.751","2.84"
"191.1205.051","3.2"
"201.2405.009","2.55"
"191.3503.036","2.56"
"181.0804.035","2.9"
"171.1405.082","3.03"
"101.2502.099","1.51"
"151.1604.256","3.51"
"181.2904.027","3.53"
"171.3503.048","3.28"
"131.0304.412","2.13"
"201.0405.037","2.19"
"181.1405.056","2.91"
"171.1006.005","3.5"
"211.3503.026","1.78"
"191.2503.070","2.59"
"161.3601.459","3.08"
"171.0606.015","2.99"
"211.2503.032","0"
"181.0306.025","2.92"
"181.0804.021","3.17"
"112.2103.479","2.6"
"171.1405.043","3.03"
"181.1205.024","2.99"
"151.3502.474","2.89"
"201.0105.011","2.31"
"181.0804.029","3.03"
"181.1106.014","3.78"
"171.1306.033","3.49"
"171.0306.024","2.03"
"191.1205.045","3.38"
"191.1205.093","3.28"
"161.1905.898","3.07"
"191.1606.009","3.94"
"211.0906.032","1.45"
"211.1405.014","1.55"
"181.1906.034","3.28"
"201.2105.003","3.69"
"191.1106.012","3.43"
"151.1905.622","2.61"
"211.3402.021","1.53"
"171.1606.019","3.75"
"211.1606.027","1.72"
"211.2503.018","1.91"
"201.3503.003","2.42"
"171.0906.014","2.38"
"161.1203.660","2.88"
"141.1503.336","2.8"
"141.2502.123","2.28"
"201.0405.001","1.35"
"191.0706.024","3.26"
"191.1306.089","3.59"
"191.0306.026","1.83"
"191.0606.038","0.5"
"211.1006.018","1.66"
"171.1505.049","2.5"
"181.2904.051","3.46"
"191.2904.030","3.78"
"191.1106.038","2.42"
"171.1405.026","2.76"
"211.2806.048","1.98"
"211.3602.037","0"
"201.3503.013","2.3"
"112.0304.284","2.3"
"191.0405.059","3.2"
"211.0306.048","1.81"
"181.1205.041","3.29"
"211.1606.057","1.84"
"211.0804.072","1.58"
"113.1104.047","2.87"
"211.1405.050","1.99"
"211.1505.046","1.76"
"181.2405.035","3.64"
"211.3402.025","1.64"
"191.1306.055","2.55"
"191.3602.061","0.81"
"121.0403.105","2.46"
"161.1304.736","3.08"
"171.1405.012","2.88"
"191.0306.086","1.99"
"171.0706.027","2.89"
"211.1505.006","1.82"
"171.3503.064","2.27"
"181.2904.041","3.41"
"201.0306.030","1.88"
"161.0505.600","2.77"
"141.1503.339","2.56"
"201.1505.023","2.76"
"221.1607.042","3.53"
"151.1905.616","2.86"
"201.3503.021","2.62"
"171.1405.086","3.22"
"201.0105.001","2.46"
"211.0306.057","1.61"
"171.1006.027","3.3"
"171.1205.020","3.02"
"191.1306.012","3.74"
"121.2603.546","2.75"
"211.2806.006","1.97"
"161.2403.400","2.47"
"171.2904.043","3.4"
"181.2904.008","3.4"
"161.0605.003","2.62"
"191.0804.061","2.17"
"171.1006.009","3.4"
"181.1205.029","3.25"
"171.1606.026","3.64"
"201.0804.036","2.33"
"211.1505.073","1.56"
"191.1606.065","4.03"
"191.2503.030","2.63"
"171.3602.029","3.18"
"211.0606.012","0.75"
"101.2603.501","2"
"211.0906.062","1.58"
"161.0204.877","3.24"
"211.0706.023","1.73"
"191.1205.004","3.48"
"211.2904.023","1.62"
"171.0804.008","2.76"
"211.1205.011","0"
"161.0704.586","2.6"
"211.2405.033","1.68"
"141.0704.053","2.34"
"171.0804.018","3.13"
"181.1106.023","3.9"
"181.1306.066","3.33"
"211.0206.003","1.1"
"171.0906.018","2.65"
"211.0606.021","1.61"
"171.1606.068","3.49"
"171.3602.024","3.25"
"211.0804.012","1.21"
"141.1403.263","2.3"
"171.1405.072","2.48"
"161.1604.330","3.7"
"141.0103.407","2.56"
"141.0704.051","2.85"
"201.0906.072","1.58"
"181.0706.012","2.59"
"161.1203.663","2.32"
"191.1505.016","3.57"
"161.3502.962","3.23"
"151.3601.529","2.86"
"201.0606.029","2.39"
"181.0804.054","3.22"
"141.1004.182","2.95"
"171.3402.027","3.32"
"132.0304.232","2.31"
"181.0606.024","2.81"
"211.1205.035","1.75"
"211.3602.035","1.35"
"181.2904.068","3.45"
"121.0304.338","2.09"
"171.0804.044","2.8"
"171.1106.009","1.22"
"201.1405.015","1.75"
"181.0706.018","3.08"
"161.1004.127","3.02"
"171.1205.065","2.96"
"131.0204.566","2.08"
"191.0606.024","2.83"
"191.1405.032","2.28"
"171.1405.093","2.79"
"101.1803.511","1.67"
"211.2904.041","1.86"
"211.2503.028","1.29"
"101.1004.141","1.97"
"122.0304.294","2.3"
"181.0606.017","3.52"
"161.0904.782","2.74"
"132.1304.170","1.27"
"211.1405.005","1.51"
"181.1006.024","3.71"
"181.1205.053","3.19"
"151.1203.612","2.63"
"191.0606.011","3.03"
"191.0804.031","2.12"
"191.0906.051","2.22"
"171.1006.040","3.34"
"181.1306.004","3.05"
"191.1405.064","2.5"
"191.0706.056","2.96"
"132.2603.425","2.64"
"171.3402.023","3.26"
"181.0306.063","3.06"
"171.1405.016","3.23"
"181.1006.040","3.12"
"211.2405.046","1.57"
"211.3402.050","1.59"
"211.1306.096","1.13"
"201.0606.006","2.26"
"181.0706.046","2.58"
"161.1203.644","3.33"
"171.1906.003","3.16"
"102.1503.245","2.12"
"211.2105.020","1.78"
"191.0804.015","3.29"
"201.0906.043","2.34"
"161.1304.724","2.86"
"171.0706.060","2.8"
"171.1205.080","2.49"
"191.1505.051","3.33"
"211.2405.017","2.02"
"191.1306.072","2.23"
"211.2503.014","1.93"
"191.1006.029","3.39"
"201.2503.012","2.35"
"161.0304.212","2.44"
"161.1104.092","3.17"
"211.1006.027","1.84"
"171.1205.038","2.94"
"171.1205.044","3.33"
"171.2405.005","2.96"
"151.0802.474","2.66"
